Attrition,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction
No,Married,10124,18611,2,Y,Yes,14,3,3
No,Married,5473,19345,0,Y,No,12,3,4
No,Married,5207,22949,1,Y,Yes,12,3,2
No,Single,16437,17381,1,Y,Yes,21,4,4
No,Divorced,2296,10036,0,Y,No,14,3,2
No,Divorced,4069,8841,3,Y,Yes,18,3,3
No,Divorced,7441,20933,1,Y,No,12,3,1
No,Married,2430,26204,0,Y,No,23,4,1
No,Married,5878,15624,3,Y,No,12,3,1
No,Single,2644,17001,3,Y,Yes,21,4,4
No,Divorced,6439,13693,8,Y,No,14,3,3
No,Married,2451,22376,6,Y,No,18,3,1
No,Married,6392,10589,2,Y,No,13,3,4
Yes,Married,9714,5323,1,Y,No,11,3,4
No,Married,6077,14814,3,Y,No,11,3,3
No,Single,2450,21731,1,Y,No,19,3,2
No,Married,9250,17799,3,Y,No,12,3,2
Yes,Divorced,2074,26619,1,Y,Yes,12,3,4
Yes,Married,10169,14618,0,Y,No,16,3,2
Yes,Married,4855,7653,4,Y,No,11,3,1
No,Married,4087,25174,4,Y,No,14,3,2
No,Married,2367,16530,8,Y,No,12,3,4
No,Single,2972,22061,1,Y,No,13,3,3
No,Married,19586,23037,1,Y,No,21,4,3
No,Married,5484,13008,9,Y,No,17,3,2
No,Married,2061,11133,1,Y,No,21,4,1
No,Married,9924,12355,0,Y,No,11,3,4
No,Single,4198,16379,2,Y,No,12,3,2
No,Single,6815,21447,6,Y,No,13,3,1
No,Single,4723,16213,1,Y,Yes,18,3,4
No,Single,6142,4223,3,Y,Yes,16,3,3
No,Married,8237,4658,2,Y,No,11,3,1
No,Divorced,8853,24483,1,Y,No,19,3,4
No,Married,19331,19519,4,Y,Yes,16,3,3
No,Married,2073,12826,2,Y,No,16,3,4
No,Married,5562,19711,3,Y,Yes,13,3,4
No,Single,19613,26362,8,Y,No,22,4,4
No,Married,3407,25348,1,Y,No,17,3,4
No,Married,5063,15332,1,Y,No,14,3,2
No,Married,4639,11262,1,Y,No,15,3,3
No,Divorced,4876,5855,5,Y,No,12,3,3
No,Married,2690,7713,1,Y,No,18,3,4
No,Single,17567,3156,1,Y,No,15,3,2
Yes,Married,2408,7324,1,Y,Yes,17,3,3
No,Married,2814,10293,1,Y,Yes,14,3,2
No,Married,11245,20689,2,Y,Yes,15,3,3
No,Married,3312,18783,3,Y,No,17,3,4
No,Divorced,19049,3549,0,Y,Yes,14,3,4
No,Married,2141,5348,1,Y,No,12,3,2
No,Single,5769,23447,1,Y,Yes,14,3,1
No,Married,4385,24162,1,Y,No,15,3,1
No,Single,5332,21602,7,Y,No,13,3,4
No,Married,4663,12421,9,Y,Yes,12,3,2
No,Divorced,4724,17000,1,Y,No,13,3,1
No,Married,3211,22102,1,Y,No,14,3,4
No,Married,5377,3835,2,Y,No,13,3,4
No,Divorced,4066,16290,1,Y,No,11,3,1
No,Married,5208,26312,1,Y,No,11,3,4
No,Divorced,4877,20460,0,Y,No,21,4,2
No,Single,3117,26009,1,Y,No,18,3,3
Yes,Single,1569,18420,1,Y,Yes,12,3,3
No,Married,19658,5220,3,Y,No,11,3,3
No,Divorced,3069,10302,0,Y,No,15,3,4
No,Married,10435,25800,1,Y,No,13,3,4
No,Married,4148,12250,1,Y,No,12,3,4
No,Married,5768,26493,3,Y,No,17,3,1
No,Single,5042,3140,0,Y,No,13,3,4
No,Divorced,5770,5388,1,Y,No,19,3,1
No,Married,7756,14199,3,Y,Yes,19,3,4
Yes,Married,10306,21530,9,Y,No,17,3,3
No,Married,3936,9953,1,Y,No,11,3,1
No,Single,7945,19948,6,Y,Yes,15,3,4
No,Married,5743,10503,4,Y,Yes,11,3,3
No,Married,15202,5602,2,Y,No,25,4,2
Yes,Divorced,5440,22098,6,Y,Yes,14,3,4
No,Single,3760,17218,1,Y,Yes,13,3,3
No,Married,3517,22490,7,Y,No,17,3,1
No,Single,2580,6297,2,Y,No,13,3,3
Yes,Single,2166,3339,3,Y,Yes,14,3,2
No,Single,5869,23413,9,Y,No,11,3,3
No,Married,8008,22792,4,Y,No,12,3,3
No,Divorced,5206,4973,1,Y,No,17,3,3
No,Married,5295,7693,4,Y,No,21,4,3
No,Married,16413,3498,3,Y,No,16,3,2
No,Divorced,13269,21981,5,Y,No,15,3,3
No,Single,2783,13251,1,Y,No,19,3,1
No,Divorced,5433,19332,1,Y,No,12,3,3
No,Single,2013,10950,2,Y,No,11,3,3
No,Married,13966,11652,2,Y,Yes,19,3,2
No,Married,4374,15411,0,Y,No,15,3,3
No,Divorced,6842,26308,6,Y,No,20,4,1
No,Married,17426,18685,3,Y,No,25,4,3
No,Married,17603,3525,1,Y,No,24,4,1
Yes,Single,4581,10414,3,Y,Yes,24,4,1
No,Married,4735,9867,7,Y,No,15,3,4
No,Divorced,4187,3356,1,Y,Yes,13,3,2
No,Divorced,5505,3921,1,Y,No,14,3,3
No,Divorced,5470,25518,0,Y,No,13,3,3
No,Married,5476,22589,1,Y,No,11,3,1
No,Divorced,2587,24941,4,Y,Yes,16,3,2
No,Single,2440,23826,1,Y,No,22,4,2
No,Divorced,15972,21086,6,Y,No,14,3,3
No,Single,15379,22384,4,Y,No,14,3,1
No,Single,7082,11591,3,Y,Yes,16,3,4
No,Single,2728,21082,1,Y,No,11,3,1
No,Divorced,5368,16130,1,Y,Yes,25,4,3
No,Married,5347,7419,6,Y,No,14,3,2
No,Divorced,3195,4167,4,Y,Yes,18,3,1
Yes,Single,3989,20586,1,Y,Yes,11,3,1
No,Married,3306,26176,7,Y,No,19,3,4
No,Married,7005,3458,3,Y,No,15,3,3
Yes,Married,2655,11740,2,Y,Yes,11,3,3
Yes,Single,1393,24852,1,Y,No,12,3,1
No,Single,2570,11925,1,Y,No,20,4,3
No,Divorced,3537,23737,5,Y,No,12,3,4
No,Married,3986,11912,1,Y,No,14,3,3
No,Divorced,10883,20467,3,Y,No,20,4,3
No,Married,2028,13637,1,Y,No,18,3,4
No,Divorced,9525,7677,1,Y,No,14,3,3
No,Married,2929,20338,1,Y,No,12,3,2
Yes,Divorced,2275,25103,1,Y,Yes,21,4,2
No,Married,7879,14810,1,Y,Yes,19,3,2
No,Single,4930,13970,0,Y,Yes,14,3,3
No,Married,7847,6069,1,Y,Yes,17,3,1
No,Married,4401,17616,1,Y,No,16,3,4
No,Single,9241,15869,1,Y,No,12,3,2
No,Married,2974,25412,9,Y,No,17,3,3
No,Single,4502,7439,3,Y,No,15,3,3
No,Married,10748,3395,3,Y,No,23,4,4
Yes,Married,1555,11585,1,Y,No,11,3,3
Yes,Married,12936,24164,7,Y,No,11,3,3
No,Married,2305,6217,1,Y,No,15,3,3
No,Single,16704,17119,1,Y,No,11,3,3
No,Married,3433,17360,6,Y,No,13,3,1
No,Married,3477,18103,1,Y,No,14,3,4
No,Married,6430,20794,6,Y,No,19,3,2
No,Married,6516,5041,2,Y,Yes,16,3,2
No,Divorced,3907,3622,1,Y,No,13,3,2
No,Single,5562,9697,6,Y,No,14,3,4
No,Married,6883,5151,2,Y,No,16,3,2
No,Married,2862,3811,1,Y,No,12,3,2
No,Married,4978,3536,7,Y,No,11,3,4
No,Divorced,10368,5596,4,Y,Yes,12,3,2
Yes,Divorced,6134,8658,5,Y,Yes,13,3,2
Yes,Single,6735,12147,6,Y,No,15,3,2
No,Single,3295,12862,1,Y,No,13,3,3
No,Single,5238,6670,2,Y,No,20,4,4
No,Married,6472,8989,1,Y,Yes,15,3,4
No,Married,9610,3840,3,Y,No,13,3,3
No,Single,19833,4349,1,Y,No,14,3,2
No,Married,9756,6595,4,Y,No,21,4,3
No,Single,4968,26427,0,Y,No,16,3,4
No,Married,2145,2097,0,Y,No,14,3,4
Yes,Divorced,2180,9732,6,Y,No,11,3,3
No,Married,8346,20943,1,Y,No,19,3,3
No,Single,3445,6152,1,Y,No,11,3,3
Yes,Single,2760,14630,1,Y,No,13,3,3
No,Single,6294,23060,8,Y,Yes,12,3,4
No,Divorced,7140,3088,2,Y,No,11,3,1
No,Married,2932,5586,0,Y,Yes,14,3,1
No,Single,5147,10697,8,Y,No,15,3,4
No,Single,4507,8191,3,Y,No,12,3,3
Yes,Single,8564,10092,2,Y,Yes,20,4,3
No,Married,2468,15963,4,Y,No,14,3,2
Yes,Married,8161,19002,2,Y,No,13,3,1
No,Divorced,2109,10007,1,Y,No,13,3,3
No,Married,5294,9128,3,Y,No,16,3,3
No,Single,2718,17674,2,Y,No,14,3,2
No,Married,5811,24539,3,Y,Yes,16,3,3
Yes,Married,2437,15587,9,Y,Yes,16,3,4
No,Divorced,2766,8952,8,Y,No,22,4,2
No,Married,19038,19805,8,Y,No,12,3,2
No,Divorced,3055,6194,5,Y,No,15,3,4
No,Divorced,2289,20520,1,Y,No,20,4,2
No,Divorced,4001,12313,1,Y,Yes,14,3,3
No,Married,12965,22308,4,Y,Yes,20,4,4
No,Single,3539,5033,0,Y,No,13,3,2
No,Single,6029,25353,5,Y,No,12,3,1
Yes,Single,2679,4567,1,Y,No,13,3,2
No,Married,3702,16376,1,Y,No,11,3,2
Yes,Married,2398,15999,1,Y,Yes,17,3,3
No,Married,5468,13402,1,Y,No,14,3,1
No,Married,13116,22984,2,Y,No,11,3,4
No,Married,4189,8800,1,Y,No,14,3,1
No,Divorced,19328,14218,7,Y,Yes,17,3,3
No,Married,8321,25949,7,Y,Yes,13,3,4
Yes,Divorced,2342,11092,1,Y,Yes,12,3,3
No,Divorced,4071,12832,2,Y,No,13,3,3
Yes,Single,5813,13492,1,Y,Yes,18,3,4
No,Married,3143,6076,6,Y,No,19,3,2
No,Married,2044,5531,1,Y,No,11,3,3
No,Single,13464,7914,7,Y,No,21,4,3
No,Single,7991,25166,8,Y,No,15,3,3
No,Married,3377,25605,4,Y,No,17,3,4
No,Married,5538,5696,5,Y,No,18,3,3
No,Divorced,5762,24442,2,Y,No,14,3,3
No,Divorced,2592,7129,5,Y,No,13,3,4
Yes,Married,5346,6208,4,Y,No,17,3,3
Yes,Single,4213,4992,1,Y,No,15,3,2
No,Divorced,4127,19188,2,Y,No,18,3,4
No,Single,2438,24978,4,Y,No,13,3,3
No,Single,6870,15530,3,Y,No,12,3,1
No,Divorced,10447,26458,0,Y,Yes,13,3,4
No,Single,9667,2739,9,Y,No,14,3,2
Yes,Married,2148,6889,0,Y,Yes,11,3,3
Yes,Married,8926,10842,4,Y,No,22,4,4
No,Divorced,6513,9060,4,Y,No,17,3,4
No,Married,6799,22128,1,Y,No,21,4,3
No,Divorced,16291,22577,4,Y,No,22,4,4
No,Married,2705,9696,0,Y,No,16,3,2
No,Divorced,10333,19271,8,Y,Yes,12,3,3
No,Divorced,4448,10748,2,Y,No,12,3,2
No,Married,6854,15696,4,Y,No,15,3,2
No,Married,9637,8277,2,Y,No,14,3,4
No,Married,3591,12719,1,Y,No,25,4,3
No,Married,5405,4244,2,Y,Yes,20,4,1
No,Single,4684,9125,1,Y,No,13,3,1
No,Married,15787,21624,2,Y,Yes,14,3,2
No,Single,1514,8018,1,Y,No,16,3,3
Yes,Married,2956,21495,0,Y,No,17,3,3
Yes,Divorced,2335,3157,4,Y,Yes,15,3,4
No,Married,5154,19665,4,Y,No,22,4,2
No,Married,6962,19573,4,Y,Yes,22,4,4
No,Married,5675,19246,1,Y,No,20,4,3
No,Single,2379,19826,0,Y,Yes,14,3,3
No,Married,3812,7003,1,Y,No,13,3,2
No,Single,4648,26075,8,Y,No,13,3,3
No,Married,2936,6161,3,Y,No,22,4,2
No,Single,2105,5411,4,Y,No,12,3,3
No,Divorced,8578,19989,3,Y,No,14,3,3
No,Divorced,2706,10494,1,Y,No,15,3,2
No,Divorced,6384,21143,8,Y,No,17,3,4
No,Single,3968,13624,4,Y,No,13,3,4
Yes,Single,9907,26186,7,Y,Yes,12,3,3
No,Divorced,13225,7739,2,Y,No,12,3,4
No,Married,3540,7018,1,Y,No,21,4,4
No,Married,2804,15434,1,Y,No,11,3,4
No,Married,19392,22539,7,Y,No,13,3,4
No,Married,19665,13583,4,Y,No,12,3,4
Yes,Single,2439,14753,1,Y,Yes,24,4,2
Yes,Married,7314,14011,5,Y,No,21,4,3
No,Married,4774,23844,0,Y,No,19,3,4
No,Divorced,3902,5141,8,Y,No,14,3,2
No,Married,2662,7975,8,Y,No,20,4,2
No,Married,2856,3692,1,Y,No,19,3,4
Yes,Single,1081,16019,1,Y,No,13,3,3
Yes,Single,2472,26092,1,Y,Yes,23,4,1
No,Married,5673,6060,1,Y,Yes,13,3,1
No,Divorced,4197,18624,1,Y,No,11,3,1
No,Married,9713,24444,2,Y,Yes,13,3,4
No,Single,2062,19384,3,Y,No,14,3,2
No,Married,4284,13588,5,Y,Yes,22,4,3
No,Married,4788,25388,0,Y,Yes,11,3,4
No,Married,5906,23888,0,Y,No,13,3,4
No,Single,3886,4223,1,Y,No,21,4,4
No,Divorced,16823,18991,2,Y,No,11,3,1
No,Married,2933,14908,1,Y,Yes,13,3,3
No,Single,6500,26997,0,Y,No,14,3,2
No,Divorced,17174,2437,3,Y,No,11,3,2
No,Married,5033,9364,2,Y,No,15,3,4
Yes,Married,2307,14460,1,Y,Yes,23,4,2
Yes,Single,2587,10261,1,Y,No,16,3,4
No,Married,5507,16822,2,Y,No,16,3,3
No,Married,4393,26841,5,Y,No,21,4,3
No,Married,13348,14842,9,Y,No,13,3,2
No,Divorced,6583,20115,2,Y,Yes,11,3,4
No,Married,8103,16495,3,Y,Yes,12,3,3
No,Divorced,3978,16031,8,Y,No,12,3,2
No,Married,2544,7102,0,Y,No,18,3,1
No,Single,5399,14511,4,Y,No,12,3,3
No,Single,5487,10410,1,Y,No,14,3,2
No,Married,6834,19255,1,Y,Yes,12,3,3
Yes,Single,1091,10642,1,Y,No,17,3,4
No,Married,5736,3987,6,Y,No,19,3,3
No,Married,2226,6073,1,Y,No,11,3,3
No,Married,5747,26496,1,Y,Yes,15,3,2
Yes,Single,9854,23352,3,Y,Yes,11,3,4
No,Married,5467,2125,8,Y,No,18,3,3
No,Married,5380,20328,4,Y,No,16,3,3
No,Married,5151,12315,1,Y,No,25,4,4
No,Divorced,2133,18115,1,Y,Yes,16,3,3
No,Married,17875,11761,4,Y,Yes,13,3,3
Yes,Single,2432,15318,3,Y,Yes,14,3,1
No,Divorced,4771,14293,2,Y,No,19,3,4
No,Married,19161,13738,3,Y,No,15,3,4
No,Divorced,5087,2900,3,Y,Yes,12,3,3
Yes,Married,2863,19555,1,Y,No,12,3,1
No,Married,5561,15975,0,Y,No,16,3,4
No,Single,2144,2122,1,Y,No,14,3,3
No,Divorced,3065,3995,1,Y,Yes,13,3,4
No,Married,2810,9238,1,Y,No,22,4,2
No,Single,9888,6770,1,Y,No,21,4,1
No,Divorced,8628,22914,1,Y,No,18,3,3
No,Single,2867,20006,0,Y,No,13,3,4
No,Married,5373,6225,0,Y,No,12,3,1
No,Divorced,6667,16542,5,Y,No,18,3,2
No,Married,5003,5771,1,Y,No,21,4,2
Yes,Divorced,2367,18779,5,Y,No,12,3,1
No,Single,2858,11473,4,Y,No,14,3,1
No,Married,5204,13586,1,Y,Yes,11,3,4
No,Single,4105,5099,1,Y,No,14,3,1
No,Single,9679,10138,8,Y,No,24,4,2
Yes,Married,5617,21075,1,Y,Yes,11,3,3
Yes,Single,10448,5843,6,Y,Yes,13,3,2
No,Married,2897,22474,3,Y,No,11,3,3
No,Divorced,5968,18079,1,Y,No,20,4,3
No,Married,7510,16873,1,Y,No,17,3,2
No,Married,2991,5224,0,Y,Yes,11,3,2
No,Married,19636,25811,4,Y,Yes,18,3,1
No,Divorced,1129,17536,1,Y,Yes,11,3,3
No,Single,13341,25098,0,Y,No,12,3,1
No,Single,4332,14811,1,Y,No,12,3,4
No,Married,11031,26862,4,Y,No,20,4,3
No,Single,4440,25198,6,Y,Yes,19,3,4
No,Single,4617,14120,1,Y,No,12,3,2
No,Single,2647,13672,1,Y,No,13,3,3
No,Married,6323,26849,1,Y,No,11,3,1
No,Married,5677,4258,3,Y,No,14,3,3
No,Married,2187,19655,4,Y,No,14,3,3
No,Married,3748,4077,1,Y,No,13,3,3
No,Divorced,3977,7298,6,Y,Yes,19,3,3
No,Single,8633,13084,2,Y,No,23,4,2
No,Divorced,2008,20439,1,Y,No,12,3,3
No,Married,4440,7636,0,Y,No,15,3,1
No,Married,3067,6393,0,Y,No,19,3,3
No,Married,5321,14284,2,Y,No,11,3,4
No,Divorced,5410,11189,6,Y,Yes,17,3,3
No,Married,2782,21412,3,Y,No,22,4,1
No,Married,11957,17231,0,Y,No,18,3,1
No,Married,2660,20232,7,Y,Yes,11,3,3
No,Single,3375,17624,0,Y,No,12,3,4
No,Single,5098,18698,1,Y,No,19,3,2
No,Married,4878,21653,0,Y,Yes,13,3,1
No,Single,2837,15919,1,Y,No,13,3,3
No,Married,2406,4060,8,Y,No,19,3,3
No,Married,2269,18024,0,Y,No,14,3,2
No,Single,4108,5340,7,Y,No,13,3,1
No,Married,13206,3376,3,Y,No,12,3,1
No,Married,10422,24032,1,Y,No,19,3,3
No,Married,13744,15471,1,Y,Yes,25,4,1
No,Divorced,4907,13684,0,Y,Yes,22,4,2
No,Divorced,3482,19788,2,Y,No,15,3,2
No,Single,2436,13422,6,Y,Yes,12,3,3
No,Single,2380,25479,1,Y,Yes,11,3,4
No,Single,19431,15302,2,Y,No,13,3,3
Yes,Married,1790,26956,1,Y,No,19,3,1
No,Married,7644,12695,0,Y,No,19,3,3
No,Divorced,5131,9192,7,Y,No,13,3,2
No,Divorced,6306,26236,1,Y,No,21,4,1
Yes,Married,4787,26124,9,Y,Yes,14,3,2
No,Married,18880,17312,5,Y,No,11,3,1
Yes,Married,2339,3666,8,Y,No,11,3,4
No,Married,13570,5640,0,Y,No,23,4,3
No,Married,6712,8978,1,Y,No,21,4,4
No,Divorced,5406,10436,1,Y,No,24,4,1
No,Divorced,8938,12227,2,Y,No,11,3,3
No,Single,2439,11288,1,Y,No,14,3,4
No,Single,8837,16642,1,Y,Yes,16,3,3
No,Married,5343,5982,1,Y,No,11,3,3
Yes,Divorced,6728,14255,7,Y,No,12,3,4
No,Married,6652,14369,4,Y,No,13,3,1
No,Single,4850,23333,8,Y,No,15,3,3
No,Single,2809,2725,2,Y,No,14,3,4
No,Married,5689,24594,1,Y,Yes,14,3,4
No,Married,2001,12549,2,Y,No,14,3,2
No,Married,2977,8952,1,Y,No,12,3,4
No,Married,4025,23679,4,Y,Yes,13,3,1
No,Single,3785,8489,1,Y,No,14,3,2
Yes,Divorced,10854,16586,4,Y,Yes,13,3,2
No,Married,12031,8828,0,Y,No,11,3,1
No,Single,9936,3787,0,Y,No,19,3,2
No,Single,2966,21378,0,Y,No,18,3,4
No,Married,2571,12290,4,Y,No,17,3,3
No,Married,9991,21457,4,Y,No,15,3,1
No,Married,6142,5174,1,Y,Yes,20,4,2
No,Married,5390,13243,2,Y,No,14,3,4
No,Married,4404,10228,2,Y,No,12,3,1
