Attrition,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction
No,1,1448,2,Male,90,4,1,Research Scientist,3
No,1,1449,3,Male,81,3,2,Laboratory Technician,3
No,1,1453,1,Male,31,3,3,Sales Executive,4
Yes,1,1457,1,Male,52,3,3,Sales Executive,4
Yes,1,1458,1,Female,54,2,1,Laboratory Technician,1
Yes,1,1459,3,Female,100,4,3,Manufacturing Director,2
No,1,1460,2,Male,95,1,3,Healthcare Representative,1
No,1,1461,4,Female,96,4,1,Human Resources,2
Yes,1,1464,2,Male,94,3,1,Laboratory Technician,4
No,1,1465,2,Male,55,3,3,Manufacturing Director,4
No,1,1466,3,Male,96,3,2,Sales Executive,1
Yes,1,1467,1,Female,52,3,1,Human Resources,3
No,1,1468,4,Male,55,2,3,Research Director,2
No,1,1469,4,Male,84,3,2,Sales Executive,1
No,1,1471,3,Male,90,2,1,Laboratory Technician,3
No,1,1472,4,Male,39,4,4,Research Director,2
No,1,1473,1,Male,96,3,2,Healthcare Representative,3
No,1,1474,3,Male,68,3,1,Research Scientist,3
No,1,1475,4,Male,49,3,1,Research Scientist,2
No,1,1477,4,Male,54,3,2,Sales Executive,1
No,1,1478,4,Male,81,1,2,Sales Executive,1
No,1,1479,4,Male,96,3,2,Sales Executive,3
No,1,1480,1,Female,74,3,1,Laboratory Technician,4
No,1,1481,1,Female,79,3,2,Sales Executive,3
No,1,1482,3,Male,64,3,1,Research Scientist,3
No,1,1483,2,Male,93,4,2,Research Scientist,3
No,1,1484,3,Male,35,3,3,Healthcare Representative,2
No,1,1485,2,Male,71,3,4,Research Director,1
Yes,1,1486,1,Male,92,3,1,Sales Representative,3
Yes,1,1487,1,Female,51,3,2,Sales Executive,2
Yes,1,1489,1,Female,40,2,2,Sales Executive,2
No,1,1492,4,Male,76,3,1,Sales Representative,3
Yes,1,1494,2,Male,89,3,1,Laboratory Technician,1
No,1,1495,4,Female,78,3,1,Sales Representative,2
No,1,1496,2,Male,86,3,3,Manufacturing Director,3
No,1,1497,3,Male,77,2,2,Sales Executive,3
No,1,1499,3,Male,46,3,1,Human Resources,3
No,1,1501,4,Male,30,3,2,Healthcare Representative,3
No,1,1502,1,Female,82,2,1,Laboratory Technician,2
No,1,1503,3,Female,78,3,2,Sales Executive,3
Yes,1,1504,3,Male,38,2,1,Laboratory Technician,1
No,1,1506,1,Male,72,2,1,Research Scientist,3
No,1,1507,3,Male,55,3,2,Sales Executive,1
No,1,1509,3,Female,43,2,2,Laboratory Technician,1
No,1,1513,4,Female,97,3,1,Laboratory Technician,2
No,1,1514,3,Male,96,1,2,Manufacturing Director,2
No,1,1515,4,Male,69,3,2,Healthcare Representative,3
No,1,1516,3,Male,64,3,3,Manager,4
No,1,1520,2,Female,87,3,4,Manager,4
Yes,1,1522,1,Male,100,2,1,Research Scientist,1
No,1,1523,4,Male,32,3,4,Research Director,1
No,1,1525,2,Female,32,3,3,Manufacturing Director,2
No,1,1527,3,Female,51,3,4,Manager,2
No,1,1529,4,Female,91,2,3,Healthcare Representative,2
No,1,1533,1,Male,97,3,2,Laboratory Technician,3
Yes,1,1534,4,Male,86,3,1,Laboratory Technician,1
No,1,1535,4,Male,64,2,3,Sales Executive,3
Yes,1,1537,4,Female,33,3,1,Research Scientist,3
No,1,1539,3,Male,88,1,4,Research Director,4
No,1,1541,2,Male,55,3,1,Sales Representative,3
No,1,1542,3,Male,68,2,1,Laboratory Technician,2
No,1,1543,1,Male,47,3,2,Research Scientist,4
No,1,1544,3,Female,39,1,2,Healthcare Representative,1
No,1,1545,4,Male,44,2,2,Manufacturing Director,2
No,1,1546,4,Male,97,3,1,Research Scientist,4
No,1,1547,4,Male,40,3,3,Healthcare Representative,4
No,1,1548,1,Male,47,3,2,Sales Executive,1
No,1,1549,2,Male,79,3,2,Laboratory Technician,3
No,1,1550,3,Male,38,3,4,Manager,4
No,1,1551,3,Male,57,2,1,Laboratory Technician,1
No,1,1552,4,Male,72,3,2,Healthcare Representative,4
No,1,1553,1,Male,66,3,3,Healthcare Representative,2
No,1,1554,2,Female,98,2,1,Sales Representative,3
No,1,1555,4,Female,67,2,2,Research Scientist,2
No,1,1556,3,Male,70,3,1,Sales Representative,4
No,1,1557,3,Female,96,3,2,Sales Executive,3
No,1,1558,3,Male,91,4,1,Research Scientist,3
No,1,1560,1,Male,46,3,2,Sales Executive,1
Yes,1,1562,2,Male,64,2,2,Sales Executive,1
No,1,1563,3,Male,71,3,2,Human Resources,3
No,1,1564,4,Male,68,2,1,Laboratory Technician,1
No,1,1568,3,Male,33,3,3,Sales Executive,2
Yes,1,1569,1,Female,69,3,1,Laboratory Technician,1
Yes,1,1572,3,Female,78,2,3,Manufacturing Director,4
Yes,1,1573,3,Male,81,3,2,Manufacturing Director,2
No,1,1574,4,Male,62,3,2,Research Scientist,1
No,1,1576,3,Female,65,3,1,Research Scientist,1
No,1,1577,1,Male,35,3,1,Research Scientist,4
No,1,1578,3,Male,60,2,5,Manager,4
No,1,1580,2,Male,45,3,2,Research Scientist,4
No,1,1581,1,Female,89,3,1,Research Scientist,4
No,1,1582,3,Male,80,3,2,Sales Executive,2
No,1,1583,2,Female,90,3,2,Sales Executive,2
No,1,1585,2,Female,73,3,2,Sales Executive,3
No,1,1586,2,Male,87,3,1,Laboratory Technician,1
No,1,1587,1,Female,51,3,2,Healthcare Representative,3
No,1,1588,4,Male,38,4,3,Sales Executive,3
No,1,1590,1,Male,87,3,2,Healthcare Representative,4
No,1,1591,3,Male,59,3,5,Manager,3
No,1,1592,4,Male,45,4,1,Research Scientist,3
No,1,1594,1,Male,80,4,2,Laboratory Technician,1
No,1,1595,4,Male,93,2,5,Manager,4
No,1,1596,2,Male,46,4,2,Laboratory Technician,3
No,1,1597,4,Male,92,2,2,Healthcare Representative,3
No,1,1598,4,Female,84,3,2,Sales Executive,1
No,1,1599,4,Male,87,4,1,Laboratory Technician,2
No,1,1601,3,Male,63,2,1,Laboratory Technician,4
No,1,1602,4,Male,56,4,4,Manager,1
Yes,1,1604,3,Male,51,3,1,Laboratory Technician,2
No,1,1605,2,Female,85,2,1,Research Scientist,3
No,1,1606,2,Male,41,3,4,Healthcare Representative,3
No,1,1607,2,Female,35,4,1,Research Scientist,4
No,1,1608,2,Female,31,3,5,Research Director,4
No,1,1609,2,Male,48,2,1,Research Scientist,2
No,1,1611,3,Female,50,1,2,Laboratory Technician,1
No,1,1612,1,Male,52,2,2,Sales Executive,1
No,1,1613,4,Male,54,3,2,Sales Executive,1
No,1,1614,3,Female,76,3,2,Manufacturing Director,3
No,1,1615,3,Male,42,4,2,Manufacturing Director,4
No,1,1617,3,Female,84,3,1,Laboratory Technician,1
No,1,1618,2,Male,76,3,2,Manufacturing Director,1
No,1,1619,4,Male,67,2,1,Laboratory Technician,1
No,1,1621,2,Male,48,4,2,Research Scientist,1
No,1,1622,2,Female,39,1,2,Manufacturing Director,1
No,1,1623,3,Male,97,3,1,Research Scientist,4
Yes,1,1624,2,Female,70,3,1,Sales Representative,4
No,1,1625,4,Female,98,3,5,Manager,3
No,1,1627,3,Male,76,2,2,Laboratory Technician,3
No,1,1628,1,Female,80,2,3,Manufacturing Director,3
No,1,1630,3,Female,52,3,2,Healthcare Representative,3
No,1,1631,3,Male,85,3,2,Manufacturing Director,3
No,1,1633,1,Female,81,3,2,Manufacturing Director,3
No,1,1635,4,Female,59,2,2,Manufacturing Director,4
No,1,1638,4,Female,54,2,3,Manufacturing Director,3
Yes,1,1639,4,Male,55,2,3,Sales Executive,1
No,1,1640,2,Female,71,3,1,Research Scientist,2
No,1,1641,3,Female,84,3,3,Manufacturing Director,4
No,1,1642,1,Male,37,3,2,Human Resources,4
No,1,1644,3,Male,89,2,4,Manager,4
Yes,1,1645,1,Male,59,1,2,Sales Executive,4
No,1,1646,1,Female,32,3,1,Research Scientist,4
No,1,1647,2,Female,86,4,1,Research Scientist,3
No,1,1648,4,Male,87,3,1,Research Scientist,4
Yes,1,1649,1,Male,73,3,1,Laboratory Technician,1
No,1,1650,3,Male,42,2,2,Sales Executive,3
No,1,1651,2,Female,42,3,3,Healthcare Representative,1
No,1,1653,4,Male,77,4,2,Manufacturing Director,3
No,1,1654,4,Male,66,3,2,Manufacturing Director,2
No,1,1655,1,Female,72,3,4,Research Director,2
No,1,1656,4,Female,50,2,3,Research Director,1
No,1,1657,3,Female,31,3,1,Sales Representative,3
No,1,1658,4,Female,66,3,2,Research Scientist,2
No,1,1659,1,Male,77,3,1,Laboratory Technician,2
No,1,1661,3,Female,41,2,4,Healthcare Representative,3
No,1,1662,4,Female,33,2,2,Manufacturing Director,3
No,1,1664,4,Male,79,4,2,Healthcare Representative,1
No,1,1665,2,Female,91,3,4,Manager,3
No,1,1666,3,Male,65,2,4,Research Director,3
Yes,1,1667,4,Male,36,3,2,Sales Executive,4
No,1,1668,4,Male,90,3,2,Research Scientist,4
No,1,1669,1,Male,43,2,2,Sales Executive,2
No,1,1670,4,Male,93,3,2,Sales Executive,4
No,1,1671,4,Male,45,3,2,Research Scientist,2
No,1,1673,1,Female,67,3,2,Sales Executive,4
No,1,1674,4,Female,74,3,1,Laboratory Technician,1
No,1,1675,4,Female,42,2,1,Laboratory Technician,2
No,1,1676,2,Female,47,4,4,Manager,2
No,1,1677,3,Male,36,3,4,Manager,3
No,1,1678,4,Male,80,3,3,Sales Executive,3
No,1,1680,4,Male,54,3,1,Sales Representative,1
No,1,1681,3,Female,36,3,2,Sales Executive,4
No,1,1682,1,Male,80,3,2,Healthcare Representative,3
No,1,1683,3,Female,44,3,1,Human Resources,4
Yes,1,1684,4,Male,93,2,1,Laboratory Technician,3
No,1,1687,4,Female,87,3,1,Laboratory Technician,3
No,1,1689,2,Male,48,4,3,Healthcare Representative,4
Yes,1,1691,4,Female,95,3,1,Sales Representative,3
Yes,1,1692,4,Male,95,3,1,Laboratory Technician,2
No,1,1693,4,Male,76,3,1,Laboratory Technician,4
No,1,1694,1,Male,94,2,1,Research Scientist,2
No,1,1696,2,Male,57,2,2,Laboratory Technician,4
No,1,1697,3,Male,92,1,3,Healthcare Representative,4
No,1,1698,2,Male,79,4,1,Laboratory Technician,2
No,1,1700,3,Male,31,1,2,Sales Executive,4
No,1,1701,2,Female,35,2,1,Research Scientist,4
Yes,1,1702,3,Male,99,3,1,Sales Representative,4
No,1,1703,3,Female,96,4,3,Healthcare Representative,4
No,1,1704,1,Male,79,2,1,Research Scientist,4
No,1,1706,4,Male,73,3,2,Sales Executive,4
No,1,1707,3,Male,62,4,1,Research Scientist,3
No,1,1708,4,Male,35,3,3,Sales Executive,3
No,1,1709,4,Female,43,3,1,Laboratory Technician,3
No,1,1710,3,Female,51,3,2,Sales Representative,4
No,1,1712,3,Male,74,2,3,Healthcare Representative,3
Yes,1,1714,4,Male,58,1,1,Human Resources,3
Yes,1,1716,3,Male,82,1,4,Sales Executive,3
No,1,1718,4,Male,62,1,1,Laboratory Technician,3
No,1,1719,4,Female,48,2,4,Research Director,2
No,1,1720,1,Male,56,3,1,Research Scientist,3
No,1,1721,2,Male,69,3,1,Laboratory Technician,3
No,1,1722,3,Male,60,1,2,Human Resources,2
No,1,1724,2,Female,92,3,2,Manufacturing Director,1
No,1,1725,2,Male,91,3,1,Laboratory Technician,1
No,1,1727,3,Male,34,3,2,Healthcare Representative,2
No,1,1728,4,Male,49,3,2,Manufacturing Director,3
No,1,1729,2,Male,33,3,1,Research Scientist,4
No,1,1731,3,Male,87,3,2,Sales Executive,2
No,1,1732,3,Male,74,3,3,Sales Executive,4
Yes,1,1733,2,Male,96,2,2,Sales Executive,1
Yes,1,1734,1,Male,34,1,2,Sales Executive,2
No,1,1735,3,Female,51,3,1,Laboratory Technician,2
No,1,1736,4,Female,30,3,2,Manufacturing Director,4
No,1,1737,4,Male,77,3,2,Laboratory Technician,4
No,1,1739,4,Male,80,1,3,Sales Executive,3
No,1,1740,2,Male,88,3,5,Manager,2
No,1,1744,3,Female,56,1,3,Human Resources,3
No,1,1745,4,Female,78,2,1,Research Scientist,1
No,1,1746,1,Male,59,3,1,Human Resources,4
Yes,1,1747,3,Female,66,2,1,Human Resources,4
No,1,1749,1,Male,51,3,2,Sales Executive,3
No,1,1751,3,Female,67,3,1,Research Scientist,4
Yes,1,1752,2,Female,52,1,1,Sales Representative,2
No,1,1753,4,Male,70,4,2,Healthcare Representative,3
No,1,1754,3,Male,94,2,3,Sales Executive,1
No,1,1755,4,Male,97,4,1,Research Scientist,4
No,1,1756,4,Female,62,3,2,Sales Executive,2
No,1,1757,4,Female,80,3,2,Sales Executive,4
Yes,1,1758,1,Female,74,3,3,Sales Executive,1
No,1,1760,3,Female,75,2,1,Laboratory Technician,2
Yes,1,1761,1,Male,70,3,3,Sales Executive,3
No,1,1762,4,Female,91,2,1,Research Scientist,1
No,1,1763,3,Male,58,4,2,Healthcare Representative,3
No,1,1764,2,Male,65,3,1,Research Scientist,2
No,1,1766,2,Male,60,1,2,Healthcare Representative,4
Yes,1,1767,3,Male,38,2,1,Research Scientist,3
No,1,1768,2,Male,57,3,1,Laboratory Technician,2
No,1,1770,3,Male,60,2,5,Research Director,1
No,1,1771,4,Male,90,3,2,Research Scientist,2
No,1,1772,3,Male,94,3,1,Laboratory Technician,1
No,1,1774,4,Male,87,3,2,Sales Executive,3
No,1,1775,1,Female,60,2,4,Manufacturing Director,3
No,1,1778,2,Male,97,3,1,Human Resources,4
No,1,1779,4,Female,32,1,2,Sales Executive,4
Yes,1,1780,2,Male,31,3,1,Sales Representative,2
No,1,1782,4,Female,40,2,1,Laboratory Technician,3
Yes,1,1783,3,Female,79,3,1,Laboratory Technician,1
No,1,1784,1,Female,91,2,2,Sales Executive,4
No,1,1786,1,Female,53,3,3,Manager,3
No,1,1787,2,Male,46,2,2,Sales Executive,2
No,1,1789,3,Male,46,3,5,Research Director,4
No,1,1790,4,Male,90,3,3,Healthcare Representative,1
Yes,1,1792,3,Male,99,3,1,Research Scientist,2
No,1,1794,3,Male,89,3,2,Human Resources,2
Yes,1,1797,3,Male,84,3,2,Sales Executive,4
No,1,1798,4,Male,90,4,1,Research Scientist,1
No,1,1799,3,Male,82,3,1,Research Scientist,4
No,1,1800,3,Male,65,3,3,Research Director,3
No,1,1801,2,Male,98,2,2,Sales Executive,2
No,1,1802,3,Female,99,3,1,Laboratory Technician,1
No,1,1803,2,Male,95,4,2,Healthcare Representative,1
No,1,1804,2,Male,90,3,2,Manufacturing Director,4
No,1,1805,1,Male,100,3,1,Human Resources,2
Yes,1,1807,4,Male,93,3,2,Laboratory Technician,1
Yes,1,1809,4,Male,58,3,2,Manufacturing Director,1
No,1,1812,3,Male,83,3,2,Sales Executive,4
No,1,1813,1,Male,52,3,1,Research Scientist,3
No,1,1814,2,Male,85,4,2,Healthcare Representative,2
No,1,1815,3,Female,81,3,3,Sales Executive,3
No,1,1816,1,Female,64,3,3,Manufacturing Director,3
Yes,1,1818,4,Female,69,3,1,Human Resources,2
Yes,1,1821,4,Female,66,3,2,Healthcare Representative,2
No,1,1822,3,Female,52,3,2,Healthcare Representative,4
No,1,1823,2,Male,92,4,2,Sales Executive,3
No,1,1824,2,Male,52,3,4,Manager,2
No,1,1826,2,Male,91,1,1,Laboratory Technician,3
No,1,1827,3,Female,92,2,3,Manufacturing Director,2
No,1,1829,2,Female,47,3,2,Healthcare Representative,1
No,1,1830,4,Female,68,3,2,Research Scientist,4
No,1,1833,1,Female,68,3,3,Sales Executive,1
No,1,1834,3,Female,67,3,1,Research Scientist,1
No,1,1835,2,Female,77,1,2,Sales Representative,4
No,1,1836,3,Male,46,3,2,Sales Executive,4
No,1,1837,1,Male,87,3,4,Research Director,3
No,1,1839,2,Female,33,3,1,Research Scientist,3
Yes,1,1842,4,Male,89,4,1,Human Resources,1
Yes,1,1844,1,Male,56,2,1,Human Resources,1
No,1,1845,3,Female,67,3,2,Sales Executive,3
No,1,1847,4,Female,73,3,2,Research Scientist,2
No,1,1849,1,Male,92,3,2,Sales Executive,4
No,1,1850,4,Female,53,3,1,Laboratory Technician,4
No,1,1852,4,Male,40,3,1,Laboratory Technician,4
No,1,1853,4,Male,79,3,2,Sales Executive,4
No,1,1854,3,Male,38,3,1,Research Scientist,3
No,1,1856,2,Female,64,3,1,Laboratory Technician,3
No,1,1857,4,Male,82,3,3,Manufacturing Director,4
No,1,1858,3,Male,43,3,1,Human Resources,4
No,1,1859,4,Male,93,1,2,Healthcare Representative,3
No,1,1860,4,Male,81,3,1,Laboratory Technician,3
Yes,1,1862,3,Male,82,2,2,Sales Executive,2
No,1,1863,1,Female,45,4,4,Sales Executive,1
No,1,1864,2,Female,36,2,2,Sales Representative,3
No,1,1865,4,Male,87,2,1,Human Resources,2
No,1,1866,1,Female,81,2,5,Manager,3
No,1,1867,4,Male,91,2,5,Research Director,2
Yes,1,1868,4,Male,73,2,1,Research Scientist,4
Yes,1,1869,3,Female,64,3,3,Sales Executive,2
No,1,1870,4,Female,77,2,1,Research Scientist,1
No,1,1871,4,Male,41,3,2,Research Scientist,4
No,1,1873,2,Male,98,2,1,Research Scientist,4
No,1,1875,2,Female,78,3,1,Sales Representative,2
Yes,1,1876,2,Male,89,3,1,Sales Representative,4
Yes,1,1878,4,Male,75,3,1,Research Scientist,2
No,1,1880,2,Female,63,2,2,Sales Executive,3
No,1,1881,2,Male,89,3,2,Laboratory Technician,3
No,1,1882,3,Male,64,3,3,Sales Executive,4
No,1,1883,4,Male,59,3,1,Laboratory Technician,1
No,1,1885,4,Male,78,3,2,Research Scientist,1
No,1,1886,4,Female,44,2,2,Manufacturing Director,2
No,1,1888,2,Female,93,2,2,Manufacturing Director,4
No,1,1890,2,Male,94,2,2,Human Resources,4
No,1,1892,1,Male,98,3,4,Manager,1
No,1,1893,2,Female,90,2,1,Research Scientist,3
No,1,1898,1,Female,89,4,2,Sales Executive,3
No,1,1900,4,Female,58,3,4,Manager,4
No,1,1903,2,Male,78,4,2,Healthcare Representative,1
Yes,1,1905,4,Male,85,1,1,Research Scientist,1
Yes,1,1907,1,Male,97,3,1,Laboratory Technician,4
No,1,1908,3,Male,33,2,2,Sales Executive,2
No,1,1909,3,Female,54,3,2,Sales Executive,2
No,1,1911,3,Male,83,3,3,Research Director,1
No,1,1912,3,Female,86,3,2,Sales Executive,4
No,1,1915,4,Female,75,2,2,Sales Executive,4
No,1,1916,1,Female,62,4,1,Laboratory Technician,3
No,1,1918,3,Male,61,4,1,Laboratory Technician,4
No,1,1922,2,Male,44,3,2,Healthcare Representative,3
No,1,1924,2,Male,43,3,2,Sales Executive,3
No,1,1927,3,Male,42,2,2,Sales Executive,4
Yes,1,1928,3,Male,45,4,1,Sales Representative,1
No,1,1929,1,Female,32,1,2,Sales Executive,3
No,1,1931,2,Male,41,3,1,Research Scientist,2
No,1,1932,3,Male,86,2,2,Research Scientist,4
Yes,1,1933,4,Female,84,3,2,Sales Executive,3
No,1,1934,3,Male,64,3,2,Research Scientist,2
No,1,1935,4,Female,89,2,2,Sales Executive,1
No,1,1936,1,Male,87,3,2,Manufacturing Director,1
No,1,1937,4,Female,58,2,2,Research Scientist,2
No,1,1938,4,Female,72,3,4,Manager,4
Yes,1,1939,1,Female,47,4,1,Research Scientist,3
No,1,1940,2,Male,71,3,1,Research Scientist,4
No,1,1941,2,Male,42,3,5,Research Director,4
No,1,1943,2,Male,77,3,2,Sales Executive,4
Yes,1,1944,1,Female,58,2,1,Human Resources,2
No,1,1945,2,Male,71,3,2,Sales Executive,1
No,1,1947,3,Male,49,3,1,Research Scientist,3
No,1,1948,3,Male,48,3,1,Research Scientist,1
No,1,1949,1,Male,66,4,1,Laboratory Technician,2
No,1,1950,1,Male,32,3,3,Sales Executive,4
No,1,1951,4,Male,39,3,3,Sales Executive,3
No,1,1952,3,Male,95,3,1,Laboratory Technician,1
No,1,1954,1,Male,89,3,2,Healthcare Representative,1
No,1,1955,3,Female,34,3,2,Healthcare Representative,4
No,1,1956,4,Male,48,1,2,Research Scientist,1
Yes,1,1960,3,Male,32,2,1,Laboratory Technician,4
No,1,1961,1,Male,59,2,1,Sales Representative,1
No,1,1962,3,Female,55,3,2,Sales Executive,4
No,1,1965,4,Male,44,3,2,Sales Executive,4
No,1,1966,4,Male,56,2,2,Manufacturing Director,4
Yes,1,1967,1,Male,63,3,2,Sales Executive,4
Yes,1,1968,1,Male,66,3,3,Sales Executive,1
No,1,1969,1,Female,67,3,2,Research Scientist,3
No,1,1970,4,Male,36,3,2,Healthcare Representative,3
No,1,1971,1,Male,30,3,3,Healthcare Representative,3
No,1,1972,4,Male,88,3,1,Human Resources,2
No,1,1973,3,Male,71,4,5,Manager,2
No,1,1974,4,Female,59,1,1,Laboratory Technician,4
No,1,1975,2,Male,77,3,4,Sales Executive,1
No,1,1976,4,Male,37,2,2,Research Scientist,3
No,1,1979,3,Female,40,3,3,Research Director,3
No,1,1980,3,Female,77,3,2,Manufacturing Director,1
No,1,1981,2,Male,45,2,2,Healthcare Representative,3
No,1,1982,4,Male,78,3,1,Laboratory Technician,4
No,1,1985,4,Female,73,3,2,Laboratory Technician,3
No,1,1986,2,Female,92,3,2,Sales Executive,2
No,1,1987,3,Female,82,3,1,Human Resources,2
No,1,1989,4,Male,76,3,1,Laboratory Technician,2
No,1,1992,4,Male,57,3,1,Laboratory Technician,3
No,1,1993,1,Male,84,3,3,Healthcare Representative,3
No,1,1994,2,Male,59,2,1,Laboratory Technician,3
No,1,1995,4,Male,86,3,2,Sales Executive,2
No,1,1996,1,Male,54,3,1,Sales Representative,3
No,1,1997,1,Male,72,2,2,Manufacturing Director,3
No,1,1998,4,Male,35,3,2,Research Scientist,1
No,1,1999,4,Male,76,3,1,Research Scientist,4
No,1,2000,3,Female,98,3,3,Research Director,2
No,1,2003,4,Male,43,3,1,Laboratory Technician,3
No,1,2007,4,Male,63,3,1,Research Scientist,3
No,1,2008,2,Male,48,3,2,Research Scientist,3
No,1,2009,2,Female,95,3,2,Healthcare Representative,4
No,1,2010,3,Female,49,2,1,Laboratory Technician,2
No,1,2012,1,Male,83,3,1,Laboratory Technician,4
No,1,2013,2,Male,68,2,1,Sales Representative,2
No,1,2014,1,Male,52,3,2,Research Scientist,4
No,1,2015,2,Female,99,1,3,Research Director,3
No,1,2016,3,Female,48,3,3,Sales Executive,4
No,1,2017,3,Female,42,4,3,Research Director,4
No,1,2018,1,Female,85,3,2,Sales Executive,3
No,1,2019,1,Male,40,3,1,Sales Representative,4
No,1,2020,2,Male,42,3,1,Research Scientist,4
No,1,2021,3,Male,58,3,1,Sales Representative,1
No,1,2022,4,Male,87,3,5,Manager,4
Yes,1,2023,4,Male,33,3,1,Sales Representative,1
No,1,2024,1,Female,94,2,3,Sales Executive,4
No,1,2025,4,Female,97,3,2,Manufacturing Director,2
No,1,2026,3,Male,57,3,2,Healthcare Representative,3
Yes,1,2027,1,Male,36,3,1,Research Scientist,4
No,1,2031,1,Male,56,3,5,Manager,3
Yes,1,2032,4,Male,72,3,1,Laboratory Technician,3
No,1,2034,1,Female,60,2,4,Manufacturing Director,2
No,1,2035,4,Female,95,2,2,Sales Executive,3
No,1,2036,4,Male,88,1,2,Sales Executive,4
No,1,2037,3,Male,57,2,2,Sales Executive,2
No,1,2038,4,Male,78,3,1,Research Scientist,1
No,1,2040,3,Female,31,3,3,Human Resources,4
No,1,2041,1,Female,100,3,2,Sales Executive,4
Yes,1,2044,2,Male,94,3,2,Sales Executive,3
No,1,2045,2,Female,100,2,2,Sales Executive,4
No,1,2046,4,Female,50,3,2,Sales Executive,3
No,1,2048,3,Male,52,2,1,Research Scientist,3
No,1,2049,3,Male,80,3,2,Healthcare Representative,3
No,1,2051,3,Female,98,3,1,Research Scientist,3
No,1,2052,3,Female,62,1,1,Research Scientist,4
No,1,2053,4,Male,46,2,2,Laboratory Technician,2
No,1,2054,4,Female,73,2,1,Research Scientist,1
Yes,1,2055,4,Male,39,2,3,Sales Executive,1
No,1,2056,2,Female,60,2,4,Sales Executive,4
No,1,2057,2,Male,74,3,2,Manufacturing Director,1
No,1,2060,4,Female,30,2,1,Sales Representative,3
No,1,2061,3,Male,41,4,2,Laboratory Technician,4
No,1,2062,4,Male,42,2,3,Healthcare Representative,1
No,1,2064,2,Male,87,4,2,Manufacturing Director,2
No,1,2065,4,Male,63,2,2,Sales Executive,2
No,1,2068,2,Male,82,4,2,Laboratory Technician,3
